names,scores,logfoldchanges,pvals,pvals_adj
Dmel_CG12269,4.974988,0.28250772,6.525171567459396e-07,5.774227580335618e-06
Dmel_CG4665,4.9611893,0.45282838,7.006286535381345e-07,6.19163492679531e-06
Dmel_CG3312,4.959557,0.44667774,7.065417188000246e-07,6.2396940367951095e-06
Dmel_CG6303,4.957565,0.16954465,7.13822116717514e-07,6.295527809251578e-06
Dmel_CG33528,4.952749,0.42633405,7.317235957839086e-07,6.449081000802377e-06
Dmel_CG8677,4.9487133,0.15725017,7.470570192217495e-07,6.579809845571723e-06
Dmel_CG3618,4.946377,0.31355357,7.560745323341002e-07,6.648178760883611e-06
Dmel_CG44835,4.9463096,0.9633524,7.563372077863937e-07,6.648178760883611e-06
Dmel_CG2835,4.9456325,0.15999745,7.589701821964442e-07,6.666863077702856e-06
Dmel_CG7917,4.941536,0.26317754,7.750952487644126e-07,6.803959027396891e-06
Dmel_CG8789,4.9373813,0.29022542,7.917857902171023e-07,6.94583248948127e-06
Dmel_CG3605,4.9301286,0.22986853,8.217554695239089e-07,7.203928368921739e-06
Dmel_CG43947,4.928064,0.1485285,8.304845168991468e-07,7.275598024381126e-06
Dmel_CG42312,4.927251,0.2449124,8.339457700720665e-07,7.301053540650917e-06
Dmel_CG8153,4.9170203,0.2589862,8.787147489693803e-07,7.687876508792694e-06
Dmel_CG3168,4.9131613,0.73862153,8.961948132839299e-07,7.832509095013972e-06
Dmel_CG10833,4.913034,1.0258291,8.967764575755566e-07,7.832509095013972e-06
Dmel_CG10543,4.9129777,0.1582812,8.970341821776143e-07,7.832509095013972e-06
Dmel_CG42275,4.910565,0.14424986,9.081446856493047e-07,7.918997554158934e-06
Dmel_CG6495,4.907588,0.22759183,9.220323640083943e-07,8.03476611103071e-06
Dmel_CG9762,4.905112,0.18036999,9.337406350762163e-07,8.131402044755837e-06
Dmel_CG5657,4.9047456,0.15732503,9.354844457906611e-07,8.141192782870912e-06
Dmel_CG11448,4.8997273,0.15406197,9.596982009156372e-07,8.346389184799728e-06
Dmel_CG5123,4.880721,0.71630955,1.056985410801553e-06,9.186405610676724e-06
Dmel_CG9609,4.8789835,0.35300758,1.0663411306006982e-06,9.261592066902693e-06
Dmel_CG4944,4.8774476,0.2841383,1.0746725324010408e-06,9.327788473105732e-06
Dmel_CG30197,4.8771696,0.5160288,1.0761879017457776e-06,9.334775720687303e-06
Dmel_CG8861,4.87523,0.16785838,1.0868181118395459e-06,9.42076306575427e-06
Dmel_CG6603,4.872264,0.1793453,1.1032666558775509e-06,9.557038315680222e-06
Dmel_CG11076,4.871467,0.200573,1.1077268655992006e-06,9.589353584215478e-06
Dmel_CG4145,4.8695264,1.021993,1.1186606630673439e-06,9.671263008794715e-06
Dmel_CG7392,4.8690295,0.14302456,1.1214771232134537e-06,9.688148619773317e-06
Dmel_CG3186,4.8689218,0.15328497,1.1220882885088645e-06,9.688148619773317e-06
Dmel_CG8268,4.8672533,0.21361396,1.1316004057846295e-06,9.763861413273682e-06
Dmel_CG9042,4.8641324,0.15167707,1.1495996268256391e-06,9.91265662474785e-06
Dmel_CG7888,4.858892,0.7988388,1.1804464684761788e-06,1.0171965273603585e-05
Dmel_CG18471,4.8566236,0.17366567,1.1940409964704783e-06,1.0282367453878476e-05
Dmel_CG3209,4.8527484,0.35767213,1.2176218615661248e-06,1.0478565083720004e-05
Dmel_CG2519,4.852196,0.2004556,1.22101787745992e-06,1.0500913565249221e-05
Dmel_CG11030,4.850181,0.16979836,1.2334878571270833e-06,1.0601219051999347e-05
Dmel_CG6617,4.849139,0.20958845,1.2399845314848246e-06,1.0650089364864106e-05
Dmel_CG2016,4.846902,0.26135528,1.2540454562603677e-06,1.0763821907718807e-05
Dmel_CG33967,4.840672,0.58232224,1.2940070455031453e-06,1.1099573488875217e-05
Dmel_CG8613,4.833607,0.27271554,1.3408109598526977e-06,1.1493540002233725e-05
Dmel_CG18766,4.831787,0.34790155,1.353128045137002e-06,1.1591561695661892e-05
Dmel_CG15267,4.8258066,0.18920967,1.3943792422227612e-06,1.1937158059966973e-05
Dmel_CG4429,4.82247,0.14362723,1.4179118107970083e-06,1.2130715563596021e-05
Dmel_CG44328,4.814629,0.511099,1.4747349269224042e-06,1.2608647803960516e-05
Dmel_CG17579,4.8123827,0.25930342,1.4914127533265594e-06,1.2742948629040518e-05
Dmel_CG6869,4.8108816,0.38467622,1.502661185351462e-06,1.2830715163550073e-05
Dmel_CG1250,4.8093123,0.2675205,1.5145035931417917e-06,1.2923436180179406e-05
Dmel_CG33144,4.807095,0.19210196,1.5313911030137186e-06,1.3059059367101412e-05
Dmel_CG8808,4.803045,0.32247183,1.5627076337047311e-06,1.3317471475041422e-05
Dmel_CG6378,4.8011804,0.7802924,1.5773300003939725e-06,1.3433372349434343e-05
Dmel_CG9065,4.796509,0.16115335,1.614549227722518e-06,1.3741445208226431e-05
Dmel_CG4133,4.7946897,0.23166543,1.6292690238416666e-06,1.3857750318642939e-05
Dmel_CG17348,4.7925434,0.33302286,1.6468000173957518e-06,1.399780014786389e-05
Dmel_CG18317,4.7867074,0.2078583,1.6953990210581023e-06,1.4392958457999403e-05
Dmel_CG8274,4.786698,0.31123278,1.695479772694854e-06,1.4392958457999403e-05
Dmel_CG5823,4.782285,0.26050916,1.7331361851234646e-06,1.4703126280637475e-05
Dmel_CG1520,4.7810583,0.4409121,1.7437456364551117e-06,1.4783588005584918e-05
Dmel_CG34371,4.780743,0.18182535,1.746485435484617e-06,1.4797269572987333e-05
Dmel_CG33956,4.7690907,0.2479406,1.8505958728725892e-06,1.5669252812769778e-05
Dmel_CG13375,4.767911,0.250348,1.8614601001225017e-06,1.5751092836902637e-05
Dmel_CG9256,4.765087,0.23622364,1.8877185244018742e-06,1.5963004587622284e-05
Dmel_CG10253,4.7584004,0.28645667,1.9513331220752842e-06,1.6490333477293447e-05
Dmel_CG2446,4.7582054,0.14326392,1.9532168288995077e-06,1.6495644182884597e-05
Dmel_CG14806,4.7574925,0.18728398,1.9601226663239473e-06,1.654333459098458e-05
Dmel_CG5965,4.7559195,0.23446728,1.9754522073943564e-06,1.666201377238077e-05
Dmel_CG12225,4.7493434,0.2015853,2.0407836748432927e-06,1.720201300263997e-05
Dmel_CG1913,4.7490335,0.30070108,2.043913182283145e-06,1.721734815921975e-05
Dmel_CG42458,4.7478414,0.35786897,2.0559913799958304e-06,1.7307996620451766e-05
Dmel_CG7913,4.7472253,0.14227977,2.0622601176912096e-06,1.734965442162624e-05
Dmel_CG6292,4.745316,0.1356665,2.08181045378184e-06,1.7502924614937402e-05
Dmel_CG8216,4.74415,0.23489897,2.093836226517119e-06,1.7592776120627534e-05
Dmel_CG2862,4.743475,0.20792505,2.100829369505779e-06,1.7640254788929996e-05
Dmel_CG14762,4.7348228,0.1839174,2.1924661186289883e-06,1.8386213953352607e-05
Dmel_CG2358,4.729216,0.22992198,2.2538859494891496e-06,1.8889231672344972e-05
Dmel_CG13968,4.721318,0.17422026,2.3432148627858397e-06,1.9625357878820087e-05
Dmel_CG17592,4.7155733,0.23701587,2.410312586100394e-06,2.017446986875495e-05
Dmel_CG10997,4.7089334,0.34311652,2.49016299411984e-06,2.0829555637001158e-05
Dmel_CG5423,4.704773,0.23931034,2.5414881610478886e-06,2.124535364143149e-05
Dmel_CG10960,4.7026463,0.14904417,2.5681115364757678e-06,2.1454261729706333e-05
Dmel_CG6184,4.7001467,0.26162535,2.5997464845833528e-06,2.1704744951658094e-05
Dmel_CG10370,4.6954756,0.49618277,2.659870714320252e-06,2.219261019484599e-05
Dmel_CG4451,4.695139,0.26316953,2.664257537423395e-06,2.221510678888378e-05
Dmel_CG4699,4.6919594,0.13688082,2.7060059972965336e-06,2.254890603073795e-05
Dmel_CG7607,4.689407,0.90091234,2.739980324472119e-06,2.280309147807987e-05
Dmel_CG4427,4.685668,0.2516214,2.7904818773382783e-06,2.3208685031710324e-05
Dmel_CG10353,4.6853237,0.43893832,2.7951767260150314e-06,2.3233028056017412e-05
Dmel_CG15012,4.6837783,0.15645996,2.8163439440733596e-06,2.339416925984072e-05
Dmel_CG12950,4.681657,0.17464556,2.8456552801253136e-06,2.3607800527857795e-05
Dmel_CG1703,4.6804757,0.2957207,2.862101319042206e-06,2.3729257686772005e-05
Dmel_CG5353,4.6800017,0.23806722,2.8687250610892196e-06,2.375801717221858e-05
Dmel_CG11883,4.679969,0.38297713,2.8691860020021983e-06,2.375801717221858e-05
Dmel_CG30296,4.6781607,0.17777784,2.8945974904554934e-06,2.3953341071836043e-05
Dmel_CG11502,4.667766,0.54752356,3.0449213412067058e-06,2.5181442004277737e-05
Dmel_CG12143,4.663829,0.22003442,3.1037934077602465e-06,2.5652169290174467e-05
Dmel_CG8348,4.662099,0.80055654,3.1300090736373735e-06,2.5836337460219048e-05
Dmel_CG11221,4.659232,0.30098325,3.17391418448719e-06,2.6182301505553147e-05
Dmel_CG7668,4.6553316,0.47475976,3.2345971698214637e-06,2.6666148938910825e-05
Dmel_CG12750,4.6549478,0.26775557,3.240624916279326e-06,2.6699092178574686e-05
Dmel_CG3262,4.654495,0.15303011,3.2477574318086e-06,2.6741090483331335e-05
Dmel_CG31884,4.652635,0.13687283,3.277198453795145e-06,2.696660293132248e-05
Dmel_CG5549,4.6474586,0.24723332,3.3604948116571876e-06,2.7628187748816592e-05
Dmel_CG7013,4.6473784,0.28059873,3.361804444894432e-06,2.7628187748816592e-05
Dmel_CG5273,4.6464915,0.3080261,3.3762833114866673e-06,2.7729836872653934e-05
Dmel_CG2212,4.6434784,0.18699396,3.4259154393128036e-06,2.8119896807001595e-05
Dmel_CG12399,4.6425753,0.24528538,3.4409362792967736e-06,2.82255578316098e-05
Dmel_CG3283,4.6340537,0.1568104,3.585741984723938e-06,2.939503145430896e-05
Dmel_CG31224,4.6277375,0.15739615,3.6968200297314875e-06,3.028672818622287e-05
Dmel_CG42277,4.623253,0.43965167,3.777688245335073e-06,3.091826224665821e-05
Dmel_CG7433,4.6232023,0.13972601,3.778611153499207e-06,3.091826224665821e-05
Dmel_CG7740,4.6194534,0.15985377,3.847522539133712e-06,3.146253496375614e-05
Dmel_CG42376,4.6177263,0.29176727,3.879673514481956e-06,3.1705714958835444e-05
Dmel_CG1539,4.616537,0.19346137,3.901964795086024e-06,3.186806673227187e-05
Dmel_CG3991,4.616235,0.40966868,3.90764675446886e-06,3.188056131999409e-05
Dmel_CG4993,4.6161976,0.28183928,3.9083467229670865e-06,3.188056131999409e-05
Dmel_CG5654,4.6113377,0.13783835,4.000857243540963e-06,3.259470864065207e-05
Dmel_CG32038,4.6085963,0.1974605,4.05396436486162e-06,3.300690564971905e-05
Dmel_CG12391,4.6081896,0.2330587,4.0618985401134594e-06,3.305102706850215e-05
Dmel_CG13425,4.6079216,0.14936495,4.0671385357863576e-06,3.307318533339636e-05
Dmel_CG1161,4.5961776,0.1891169,4.303124301000662e-06,3.4970535831446934e-05
Dmel_CG18330,4.5934596,0.748504,4.35957324707513e-06,3.54073869220113e-05
Dmel_CG17509,4.5918145,0.2911221,4.394089746411693e-06,3.566567841729219e-05
Dmel_CG8963,4.5898104,0.2023936,4.436487517160217e-06,3.598758176728544e-05
Dmel_CG4491,4.587148,0.21572722,4.493422144636787e-06,3.642693423977299e-05
Dmel_CG1081,4.586963,0.20213483,4.497401717499693e-06,3.643671761384924e-05
Dmel_CG8556,4.5867486,1.171165,4.502018282253126e-06,3.645164648619121e-05
Dmel_CG1587,4.5822277,0.16814584,4.600481239513463e-06,3.7225938404215774e-05
Dmel_CG3107,4.5793214,0.22724403,4.6648691432546465e-06,3.77237202532365e-05
Dmel_CG8360,4.5760508,0.23306082,4.73835533731965e-06,3.8294420349149764e-05
Dmel_CG1966,4.567792,0.22814831,4.928884965150077e-06,3.980975865214331e-05
Dmel_CG32278,4.5637965,0.13926372,5.023677972706472e-06,4.055046206347405e-05
Dmel_CG3385,4.561222,0.27457452,5.085672255879e-06,4.1025671647947174e-05
Dmel_CG32177,4.5528255,0.23903556,5.2930198869244944e-06,4.267118610786485e-05
Dmel_CG12085,4.552701,0.19755355,5.296149801531662e-06,4.267118610786485e-05
Dmel_CG31998,4.5485935,0.13378085,5.400564055287058e-06,4.3485791820176e-05
Dmel_CG14408,4.547781,0.13309559,5.4214503917915275e-06,4.362723796603335e-05
Dmel_CG6562,4.5472684,0.17649193,5.434664741193609e-06,4.3706811116294496e-05
Dmel_CG18177,4.5437427,0.4409225,5.526406259496656e-06,4.439028401958775e-05
Dmel_CG4303,4.531977,0.40365723,5.8434117370987254e-06,4.690792525181085e-05
Dmel_CG5325,4.5312295,0.15101664,5.864144658536801e-06,4.704561963237613e-05
Dmel_CG1322,4.524887,0.64041936,6.042774237847401e-06,4.8449113032063875e-05
Dmel_CG4769,4.520794,0.1921536,6.160818940328691e-06,4.936544005784106e-05
Dmel_CG33517,4.517908,0.31352398,6.245356110812755e-06,4.998186641424508e-05
Dmel_CG31137,4.517747,0.183223,6.250109987839326e-06,4.9989467650758726e-05
Dmel_CG33106,4.516982,0.15282692,6.272725117983143e-06,5.013983015536282e-05
Dmel_CG11427,4.51645,0.4477681,6.2884971406913595e-06,5.023534402785724e-05
Dmel_CG7029,4.516319,0.13158058,6.2923882136915766e-06,5.0235889134945936e-05
Dmel_CG6455,4.5106964,0.19765672,6.4615124579465336e-06,5.155478761983934e-05
Dmel_CG2922,4.491055,0.16909248,7.087119999620856e-06,5.651204121056898e-05
Dmel_CG13124,4.4813795,0.7645887,7.4162159142546394e-06,5.9064541411648616e-05
Dmel_CG12163,4.4799747,0.20126562,7.4651917916281805e-06,5.941858590780491e-05
Dmel_CG33554,4.4773397,0.13416271,7.5578908347225035e-06,6.012000209387919e-05
Dmel_CG15319,4.471179,0.162291,7.778956160421636e-06,6.183469200560322e-05
Dmel_CG4247,4.4710717,0.19968827,7.782861317804408e-06,6.183469200560322e-05
Dmel_CG7212,4.468949,0.3070313,7.86048719908362e-06,6.241369322245188e-05
Dmel_CG3573,4.4673676,0.27598503,7.918801854523248e-06,6.28387531221558e-05
Dmel_CG2934,4.465604,0.13961963,7.984330471571376e-06,6.332051099995139e-05
Dmel_CG9776,4.4453955,0.21382682,8.773041585893655e-06,6.953349787709802e-05
Dmel_CG13204,4.444948,0.4002794,8.79130177547877e-06,6.963622461215583e-05
Dmel_CG7749,4.4445124,0.17351514,8.809148406946022e-06,6.973555374438414e-05
Dmel_CG7485,4.4431973,0.2623209,8.86318819317473e-06,7.012110538621862e-05
Dmel_CG3127,4.4387593,0.14878637,9.04790041681317e-06,7.153938590694458e-05
Dmel_CG1249,4.4222054,0.20316644,9.769840172721772e-06,7.720112429930054e-05
Dmel_CG4125,4.4218473,0.59999585,9.786065463567085e-06,7.728286433698021e-05
Dmel_CG5385,4.41603,0.18729462,1.0053015648053544e-05,7.934335052917214e-05
Dmel_CG3445,4.415414,0.385698,1.008170101665121e-05,7.952198863134068e-05
Dmel_CG9035,4.413713,0.21202269,1.0161272176668178e-05,8.005352378512981e-05
Dmel_CG8948,4.413379,0.1434266,1.0176951725069922e-05,8.009767947306461e-05
Dmel_CG4108,4.4133344,0.15121092,1.0179067401264585e-05,8.009767947306461e-05
Dmel_CG9934,4.4129577,0.35584736,1.0196792257124275e-05,8.018913647568529e-05
